id,question_type,question_th,question_en,answer_th,answer_en,active,order_no,create_date,update_date
110,การรับรอง,การรับรองสินค้า เป็นอย่างไร,,"การรับรองสินค้า (Product Certification) เป็นการตรวจสอบให้การรับรองสินค้าที่เป็นผลิตภัณฑ์สุดท้าย (Finished product) 
โดยมีการสุ่มตัวอย่าง การทดสอบ และการตรวจสอบว่าสินค้ามีคุณลักษณะทางด้านคุณภาพและความปลอดภัยเป็นไปตามมาตรฐานสินค้าเกษตรและอาหาร และมาตรฐานทั่วไปด้านความปลอดภัย เช่น สารพิษตกค้าง สารปนเปื้อน รวมทั้งมีการตรวจประเมินระบบการผลิตหรือกระบวนการผลิตว่าผู้ผลิตมีความสามารถในการรักษาคุณภาพและความปลอดภัยของสินค้าที่ผลิตอย่างสม่ำเสมอได้ตามมาตรฐาน เช่น เนื้อหมูอนามัย ผักผลไม้สดปลอดภัย ซึ่งสามารถแสดงเครื่องหมาย Q ไว้ที่ฉลาก สิ่งบรรจุ หีบห่อ สิ่งห่อหุ้ม สิ่งผูกมัด หรือบนสินค้าได้",,Y,110,2019-02-21 10:52:28,2019-02-21 10:52:28
111,การรับรอง,ติดต่อเกี่ยวกับการขอการรับรองสินค้าเกษตรและอาหารได้จากที่ใด,,"- ถ้าเป็นหน่วยรับรอง (CB) สามารถที่ขอการรับรองความสามารถได้ที่ 
สำนักงานมาตรฐานสินค้าเกษตรและอาหารแห่งชาติ (มกอช.) เกษตรกลาง จตุจักร กทม. 10900
- ถ้าเป็นผู้ประกอบการสามารถขอได้ที่ 
1.)สินค้าที่เป็นผลิตภัณฑ์พืชผัก ผลไม้ สามารถติดต่อที่สำนักวิจัยและพัฒนาวิทยาการหลังการเก็บเกี่ยวและแปรรูปผลิตผลการเกษตร กรมวิชาการเกษตร
2.)สินค้าที่เป็นผลิตภัณฑ์ปศุสัตว์ สามารถติดต่อที่สำนักพัฒนาระบบและรับรองมาตรฐานสินค้าปศุสัตว์ กรมปศุสัตว์
3.)สินค้าที่เป็นผลิตภัณฑ์ประมง สามารถติดต่อที่กองตรวจสอบคุณภาพสัตว์น้ำและผลิตภัณฑ์สัตว์น้ำ กรมประมง หรือศูนย์วิจัยและตรวจสอบคุณภาพสัตว์น้ำและผลิตภัณฑ์สัตว์น้ำสมุทรสาครสุราษฎร์ธานี หรือสงขลา ซึ่งรับผิดชอบเขตนั้นที่ผู้ผลิตและผู้ส่งออกตั้งอยู่",,Y,111,2019-02-21 10:52:28,2019-02-21 10:52:28
112,การรับรอง,การรับรองมาตรฐานสินค้าเกษตรอินทรีย์คืออะไร,,เป็นการรับรองตลอดทั้งระบบการผลิต การตรวจสอบจะครอบคลุมตั้งแต่เริ่มปลูก ดูแลรักษา จนกระทั่งเก็บเกี่ยว ส่วนในผลิตภัณฑ์แปรรูปก็เช่นกัน การตรวจสอบเริ่มตั้งแต่การได้มาและการจัดการวัตถุดิบ กรรมวิธีการแปรรูป การบรรจุ และการขนส่ง ซึ่งการรับรองนี้ ไม่ใช่การรับรองว่าผลผลิตนั้นปลอดสารเคมีตกค้างใด ๆ (เพราะอาจมีมลพิษในอากาศ ดิน และน้ำได้) แต่เป็นการรับรองว่า กระบวนการผลิตนั้นไม่มีการใช้สารเคมีสังเคราะห์ และมีการพยายามป้องกันการปนเปื้อนสารเคมีจากสภาพแวดล้อมอย่างดีที่สุด เท่าที่สามารถทำได้ ซึ่งจะทำให้ผลผลิตนั้นมีความปลอดภัยต่อผู้บริโภคมากที่สุด(เมื่อเปรียบเทียบกับผลิตภัณฑ์ทั่วไป) อีกทั้งกระบวนการผลิตนี้ยังมีการปฏิบัติตามแนวทางในการอนุรักษ์และฟื้นฟูสภาพนิเวศการเกษตร และสิ่งแวดล้อมอย่างจริงจังด้วย,,Y,112,2019-02-21 10:52:28,2019-02-21 10:52:28
113,การรับรอง,หน่วยงานใดที่ให้การรับรองสินค้าเกษตรอินทรีย์บ้าง,,"มีหน่วยงานที่รับรองเกษตรอินทรีย์ คือ 
1.สำนักงานมาตรฐานเกษตรอินทรีย์ (มกท.) 
2.กรมวิชาการเกษตร 
3.กรมปศุสัตว์ 
4.กรมประมง 
5.หน่วยงานภาคเอกชน ",,Y,113,2019-02-21 10:52:28,2019-02-21 10:52:28
114,การรับรอง,หน่วยรับรองระบบงาน (AB) หมายความว่าอย่างไร,,หน่วยรับรองระบบงาน (Accreditation Body : AB) หมายความว่า หน่วยงานที่ทำหน้าที่ให้การรับรองความสามารถของหน่วยรับรอง/หน่วยตรวจ ,,Y,114,2019-02-21 10:52:28,2019-02-21 10:52:28
115,การรับรอง,ทำไมต้องมีการให้การรับรอง Certification Body (CB) ภาคเอกชน,,"ปัจจุบันมีผู้ประสงค์ขอรับการรับรองเป็นจำนวนมาก และหน่วยงานภาครัฐมีจำนวนจำกัด จึงจำเป็นต้องมีCertificate Body(CB)
ภาคเอกชนที่ได้รับการรับรองจากภาครัฐมาช่วยการปฏิบัติงาน เพื่อสามารถให้บริการได้อย่างเพียงพอกับความต้องการของผู้ส่งออก",,Y,115,2019-02-21 10:52:28,2019-02-21 10:52:28
116,การรับรอง,หน่วยรับรอง (CB) คืออะไร,,หน่วยรับรอง (Certification Body :CB) ปฏิบัติงานโดยใช้มาตรฐาน ISO/IEC Guide 62 แบ่งได้ 2 ประเภท คือ หน่วยรับรองภาคเอกชน มีหน้าทีตรวจประเมินการจัดทำระบบมาตรฐานต่างๆของโรงงานอุตสาหกรรมหรือฟาร์มเกษตรกร และหน่วยรับรองของภาครัฐ ได้แก่ กรมประมง กรมปศุสัตว์ กรมวิชาการเกษตร มีหน้าที่ตรวจประเมินการจัดทำระบบมาตรฐานต่างๆของโรงงานอุตสาหกรรมหรือฟาร์มเกษตรกร และให้การรับรองระบบ รวมทั้งออกใบรับประกันสุขภาพพืชและใบรับประกันสุขภาพสัตว์เพื่อการส่งสินค้าออก ,,Y,116,2019-02-21 10:52:28,2019-02-21 10:52:28
117,การรับรอง,ทำไมต้องมีการรับรองห้องปฏิบัติการ,,เพื่อให้การดำเนินงานด้านการตรวจวิเคราะห์คุณภาพสินค้าเกษตรและอาหารของประเทศไทย เป็นไปในทิศทางเดียวกัน และมีระบบการดำเนินงานที่เป็นมาตรฐานสากล ทำให้เกิดการยอมรับผลการตรวจรับรองคุณภาพสินค้าเกษตรและอาหาร อันเป็นการลดปัญหาการกีดกันทางการค้า ซึ่งประเทศคู่ค้าของไทยนำมาใช้เป็นข้ออ้างในการกีดกันสินค้าเกษตรและอาหาร ,,Y,117,2019-02-21 10:52:28,2019-02-21 10:52:28
118,การรับรอง,ISO/IEC 17025 คืออะไร,,"ISO/IEC 17025-General requirements for the competence of calibration and testing laboratories 
หรือ ข้อกำหนดทั่วไปว่าด้วยความสามารถของห้องปฏิบัติการสอบเทียบและห้องปฏิบัติการทดสอบ ",,Y,118,2019-02-21 10:52:28,2019-02-21 10:52:28
119,การรับรอง,ร้านค้าที่ไม่อยู่ในตลาดสด ร้านค้าหน้าฟาร์ม ตลาดนัด สามารถให้การรับรองตามโครงการส่งเสริมฯ ได้หรือไม่ และต้องใช้แบบฟอร์มอะไร,,ร้านค้าที่ไม่อยู่ในตลาดสด ร้านค้าหน้าฟาร์ม ตลาดนัด สามารถให้การรับรองได้ โดยถ้าเป็นตลาดนัดต้องมีสถานที่ตั้ง และเวลาเปิดจำหน่ายที่แน่นอน เช่น ทุกวันเสาร์-อาทิตย์ และใช้แบบฟอร์ม F02 ในการตรวจไม่ต้องใช้ F01 ถ้าเป็นตลาดจึงใช้ทั้งแบบฟอร์ม F01 และ F02 ,,Y,119,2019-02-21 10:52:28,2019-02-21 10:52:28
120,การรับรอง,กรณีตรวจติดตามใช้แบบฟอร์มอะไรบ้าง,,ใช้แบบฟอร์ม F03 สำหรับการตรวจติดตาม และ F05 ในการส่งข้อมูลสรุปให้ มกอช. ,,Y,120,2019-02-21 10:52:28,2019-02-21 10:52:28
121,การรับรอง,มะม่วงที่ใส่ตรงช่องสินค้า นอกจากต้องวงเล็บผู้ผลิตแล้ว ต้องระบุว่าเป็นพันธุ์อะไรด้วยหรือไม่,,ให้ระบุตามในใบรับรองที่ได้ แต่ถ้าพบว่ามีมะม่วงที่เป็นทั้งสินค้า Q และไม่เป็นสินค้า Q จำหน่ายและต่างกันที่พันธุ์ ให้ระบุพันธุ์ไว้ด้วย เช่น มะม่วงน้ำดอกไม้ ,,Y,121,2019-02-21 10:52:28,2019-02-21 10:52:28
122,การรับรอง,ถ้าร้านขายปลาเป็นของ CP ที่ได้รับการรับรอง (เวลาขายจะอยู่ในบ่อน้ำ แล้วคนซื้อมาเลือกตักไป) และมีใบรับรองแสดงให้เห็น สามารถให้การรับรองได้หรือไม่,,สามารถให้การรับรองได้ เนื่องจากสินค้าดังกล่าวไม่ต้องมีการทำความเย็นเพื่อคงสภาพสินค้าเหมือนปลาที่ตายแล้ว ,,Y,122,2019-02-21 10:52:28,2019-02-21 10:52:28
123,การรับรอง,ร้านที่ขายไข่ไก่ ที่ได้รับการรับรองฟาร์ม GAP ให้การรับรอง ได้หรือไม่,,ไม่ได้ เนื่องจากสินค้า Q สำหรับไข่ไก่ต้องมาจากการรับรองโครงการเนื้อสัตว์อนามัย และจากการรับรอง GMP ของหน่วยรับรองภาคเอกชนที่ขึ้นทะเบียนกับ มกอช. แล้วเท่านั้น ซึ่งปัจจุบันมีเพียงไม่กี่ราย เท่าที่ทราบมี เบทาโกรบางโรงงานที่ได้รับการรับรองแล้ว,,Y,123,2019-02-21 10:52:28,2019-02-21 10:52:28
124,การรับรอง,ตลาดนัดที่ขายสินค้าปลอดภัย ปลอดสาร หรือสินค้ารับรองตนเอง สามารถให้การรับรองได้หรือไม่,,ไม่ได้ เนื่องจากสินค้าดังกล่าวยังไม่เป็นสินค้า Q แต่ทางจังหวัดสามารถใช้งบประมาณของโครงการส่งเสริมฯ ไปส่งเสริมตลาดนัดดังกล่าวให้มีสินค้า Q หรือสินค้าที่จะเข้าสู่ระบบการรับรองจำหน่ายได้ต่อไปในอนาคต ประเด็นนี้ทาง สนง. กษ. ภูเก็ต ฝากให้พิจารณาด้วย ซึ่งสอดคล้องกับแนวทางการดำเนินงานของ มกอช. ตามมติที่ประชุมคณะเชื่อมโยงฯ ปี 2557 ที่ผ่านมาแล้ว,,Y,124,2019-02-21 10:52:28,2019-02-21 10:52:28
125,การรับรอง,ร้านค้าโมเดิร์นเทรดในต่างจังหวัด สามารถให้การรับรองตามโครงการส่งเสริมฯ ได้หรือไม่,,ถ้ามีเฉพาะในจังหวัดสามารถให้การรับรองได้ แต่ถ้าเป็นรายที่ มกอช. ให้การรับรองไปแล้วแบบหลายสาขา ได้แก่ ท็อปส์ แม็คโคร บิ๊กซี โลตัส เบทาโกร เดอะมอลล์ กรูเม่มาร์เก็ต ไม่ต้องให้การรับรองแล้วเพราะได้รับการรับรองทั่วประเทศไปแล้ว ,,Y,125,2019-02-21 10:52:28,2019-02-21 10:52:28
126,การรับรอง,ร้านค้า/แผง ที่ได้โครงการเขียงสะอาด สามารถให้การรับรองได้หรือไม่,,อาจได้หรือไม่ได้ ขึ้นอยู่กับสินค้าที่จำหน่าย ถ้าสินค้าที่จำหน่ายเป็นสินค้า Q ตามโครงการเนื้อสัตว์อนามัย หรือการรับรองโดยภาคเอกชนที่ขึ้นทะเบียนกับ มกอช. สามารถให้การรับรองได้ แต่ถ้าไม่ใช่สินค้า Q ให้การรับรองไม่ได้ ,,Y,126,2019-02-21 10:52:28,2019-02-21 10:52:28
127,การรับรอง,กรณีที่จำหน่ายเนื้อสัตว์ พิจารณาอย่างไร,,ต้องเป็นเนื้อสัตว์จากผู้ผลิตที่ได้รับการรับรองโครงการเนื้อสัตว์อนามัย และจากการรับรองโดย หน่วยรับรองภาคเอกชนที่ขึ้นทะเบียนกับ มกอช. แล้วเท่านั้น ,,Y,127,2019-02-21 10:52:28,2019-02-21 10:52:28
128,การรับรอง,โครงการนี้เป็นโครงการเพื่อการประชาสัมพันธ์ ทำไมป้าย Q ถึงเล็กลง,,ที่ป้าย Q เล็กลงเป็นเพราะความสะดวกในการแขวนป้ายของร้าน ถ้าใหญ่จะแขวนไม่สะดวก และขนาดก็สามารถมองเห็นได้เมื่อมาซื้อที่ร้านค้าแห่งนั้น ,,Y,128,2019-02-21 10:52:28,2019-02-21 10:52:28
129,การรับรอง,ร้านที่ขายไข่ไก่ ที่ได้รับการรับรองฟาร์ม GAP ให้การรับรอง ได้หรือไม่,,ไม่ได้ เนื่องจากสินค้า Q สำหรับไข่ไก่ต้องมาจากการรับรองโครงการเนื้อสัตว์อนามัย และจากการรับรอง GMP ของหน่วยรับรองภาคเอกชนที่ขึ้นทะเบียนกับ มกอช. แล้วเท่านั้น,,Y,129,2019-02-21 10:52:28,2019-02-21 10:52:28
130,การรับรอง,"ความแตกต่างระหว่างร้านอาหารวัตถุดิบปลอดภัย เลือกใช้สินค้า Q (Q Restaurant) และ ""อาหารสะอาด รสชาติอร่อย"" (Clean Food Good Taste)",,"ความแตกต่าง ได้แก่

1. เป้าหมายการดำเนินงาน

- Q Restaurant : ร้านอาหารที่มีการนำสินค้า Q มาเป็นวัตถุดิบโดยร้านอาหารที่เข้าร่วมโครงการได้จะต้องเป็น ร้านที่ขายอาหาร โดยจำหน่ายในลักษณะให้บริการที่ร้านและ/หรือปรุงสำเร็จนำกลับไปทานที่บ้าน และต้องจดทะเบียนพาณิชย์เพื่อประกอบการและขออนุญาตประกอบกิจการตามกฎหมายว่าด้วยการสาธารณสุข

- Clean Food Good Taste : สถานที่ปรุง ประกอบ จำหน่ายอาหาร ได้แก่ 
1. ร้านจำหน่ายอาหาร 
2. แผงลอยจำหน่ายอาหาร และ 
3. โรงอาหารที่จำหน่ายในทุกพื้นที่ของประเทศ

2. หน่วยงานผู้รับผิดชอบ

- Q Restaurant : สำนักงานมาตรฐานสินค้าเกษตรและอาหารแห่งชาติร่วมกับสำนักงานเกษตรและสหกรณ์จังหวัด และ/หรือ หน่วยงานที่เกี่ยวข้อง ได้แก่ กรมการข้าว กรมประมง กรมปศุสัตว์และกรมวิชาการเกษตร กระทรวงเกษตรและสหกรณ์

- Clean Food Good Taste : กรมอนามัย กระทรวงสาธารณสุข, กรมการปกครอง กระทรวงมหาดไทย, การท่องเที่ยวแห่งประเทศไทย, หน่วยงานภาครัฐที่เกี่ยวข้อง, หน่วยงานภาคเอกชนที่เกี่ยวข้อง

3. อายุการรับรอง

- Q Restaurant : 3 ปี

- Clean Food Good Taste : 1 ปี

4. หลักเกณฑ์ที่ใช้ในการตรวจรับรอง

- Q Restaurant : รายการตรวจรับรอง (Checklist) ตามหลักเกณฑ์การตรวจรับรองร้านอาหารวัตถุดิบปลอดภัย เลือกใช้สินค้า Q จำนวน 5 หมวด ได้แก่ หมวด 1 บริเวณรับวัตถุดิบ (3 ข้อ) หมวด 2 ที่เก็บวัตถุดิบ (7 ข้อ) หมวด 3 บริเวณพื้นที่ประกอบอาหาร (3 ข้อ) หมวด 4 บริเวณจุดจำหน่ายอาหาร (5 ข้อ) และหมวด 5 บุคลากร (3 ข้อ) โดยมีเกณฑ์การตัดสินคือ ผลการตรวจที่เป็นไปตามข้อกำหนดในแต่ละหมวด ต้องผ่านจำนวนข้ออย่างน้อยร้อยละ 60 (ไม่รวมข้อที่เป็น N/A) และรวมทุกหมวด ต้องผ่านจำนวนข้ออย่างน้อยร้อยละ 60 (ไม่รวมข้อที่เป็น N/A) หากไม่เป็นไปตามนี้ ให้ถือว่า ไม่ผ่านการตรวจรับรองร้านอาหารวัตถุดิบปลอดภัย เลือกใช้สินค้า Q

- Clean Food Good Taste : ข้อกําหนดตามมาตรฐาน ""อาหารสะอาด รสชาติอร่อย"" (Clean Food Good Taste) ประกอบด้วย 2 ส่วน ดังนี้ คือ 
1. ข้อกําหนดด้านสุขาภิบาลอาหาร (ร้านอาหาร 15 ข้อ / แผงลอยจําหน่ายอาหาร 12 ข้อ) 
2. ข้อกําหนดการตรวจหาโคลิฟอร์มแบคทีเรียในอาหารด้วยชุดทดสอบ SI - 2 

โดยมีเกณฑ์การตัดสินคือ ต้องผ่านทุกข้อจึงจะได้ป้ายรับรอง ""อาหารสะอาด รสชาติอร่อย"" (Clean Food Good Taste)",,Y,130,2019-02-21 10:52:28,2019-02-21 10:52:28
131,การรับรอง,การดำเนินงานตามโครงการสนับสนุนแผนปฏิบัติงานเฝ้าระวังและควบคุมมาตรฐานสินค้าเกษตรในระดับจังหวัดที่ มกอช. สนับสนุนงบประมาณในการดำเนินงานให้แก่สำนักงานเกษตรและสหกรณ์จังหวัดทั่วประเทศ มีความซ้ำซ้อนในการดำเนินงานตามภารกิจของกรมในท้องที่หรือไม่ อย่างไร,,ไม่มีความซ้ำซ้อนในการดำเนินงาน เนื่องจากการดำเนินงานตามโครงการสนับสนุนแผนปฏิบัติงานเฝ้าระวังและควบคุมมาตรฐานสินค้าเกษตรในระดับจังหวัดเป็นโครงการที่ มกอช. ร่วมกับ สำนักงานเกษตรและสหกรณ์จังหวัด (กษ.) ดำเนินการทวนสอบโดยการสุ่มเพื่อให้เกิดความมั่นใจของระบบมากยิ่งขึ้น แต่ทั้งนี้ กษ. จำเป็นต้องดำเนินการร่วมกับผู้แทนจากกรมในท้องที่ซึ่งมีความรู้ความสามารถ (Competence) ด้านเทคนิคอย่างเหมาะสมและต้องไม่ใช่บุคคลเดียวกับที่ดำเนินการตรวจประเมินให้การรับรองตามภารกิจของกรมนั้นๆ ในท้องที่ เพื่อป้องกัน Conflict of Interest,,Y,131,2019-02-21 10:52:28,2019-02-21 10:52:28
132,กฎหมายระเบียบ,TBT คืออะไร,,TBT ย่อมาจาก Technical Barriers to Trade คือ อุปสรรคทางเทคนิคต่อการค้าระหว่างประเทศโดยทั่วไป ได้แก่ การกำหนดกฎระเบียบและข้อบังคับทางเทคนิค มาตรฐานและระบบใบรับรองสำหรับสินค้าส่งออกและนำเข้า ซึ่งอาจจะเป็นอุปสรรคต่อการค้าระหว่างประเทศได้,,Y,132,2019-02-21 10:52:28,2019-02-21 10:52:28
133,กฎหมายระเบียบ,ความตกลงว่าด้วยอุปสรรคทางเทคนิคต่อการค้าเป็นอย่างไร,,เป็นความตกลงภายใต้องค์การการค้าโลกซึ่งจะกำหนดพันธกรณีสำหรับสมาชิกองค์การการค้าโลกในการกำหนดกฎระเบียบและข้อบังคับทางเทคนิคมาตรฐานและระบบใบรับรองสำหรับสินค้าส่งออกและนำเข้าซึ่งอาจจะเป็นอุปสรรคต่อการค้าระหว่างประเทศได้ ,,Y,133,2019-02-21 10:52:28,2019-02-21 10:52:28
134,กฎหมายระเบียบ,การนำตัวอย่างสินค้ากลับคืนเข้ามาในประเทศไทยจะต้องเสียภาษีขาเข้าหรือไม่และอัตราใด,,การนำตัวอย่างสินค้ากลับเข้ามาจะได้รับยกเว้นอากรเมื่อได้นำกลับเข้ามาภายใน 1 ปี และได้ทำใบสุทธินำกลับไว้แล้วขณะส่งออก จึงควรปฏิบัติให้ถูกต้องตามเงื่อนไขทั้ง 2 ข้อนี้ มิฉะนั้นหากเป็นของต้องชำระอากรก็จะต้องชำระอากรตามปกติ ในกรณีที่มิได้ยื่นขอใบสุทธินำกลับไว้หรือมีใบสุทธินำกลับแล้วแต่นำกลับเข้ามาไม่ทันภายในกำหนด 1 ปี ให้ยื่นขอผ่อนผันใบสุทธินำกลับหรือขอขยายเวลาก่อน หากได้รับอนุมัติจึงได้รับยกเว้นอากร ดูรายละเอียดเพิ่มเติมได้ที่หัวข้อ ใบสุทธินำกลับ,,Y,134,2019-02-21 10:52:28,2019-02-21 10:52:28
135,กฎหมายระเบียบ,AD ย่อมาจากอะไร มีความหมายอย่างไร,,AD ย่อมาจาก Anti-dumping Duty หมายถึง ภาษีตอบโต้การทุ่มตลาดที่เรียกเก็บจากผู้นำเข้าสินค้าจากต่างประเทศ เนื่องจากผู้ส่งออกในต่างประเทศได้ส่งสินค้านั้นเข้ามา เพื่อประโยชน์ในทางพาณิชย์ในราคาที่ต่ำกว่าราคาจำหน่ายในประเทศของตน หรือในราคาที่ต่ำกว่าต้นทุน ,,Y,135,2019-02-21 10:52:28,2019-02-21 10:52:28
136,กฎหมายระเบียบ,CVD คืออะไร,,CVD ย่อมาจาก Countervailing Duty หมายถึง ภาษีตอบโต้การอุดหนุน ซึ่งเรียกเก็บจากผู้นำเข้าสินค้าที่ได้รับการพิสูจน์ว่า รับการอุดหนุนจากรัฐบาลของประเทศผู้ผลิต ,,Y,136,2019-02-21 10:52:28,2019-02-21 10:52:28
137,กฎหมายระเบียบ,GSP คืออะไร,,GSP ย่อมาจาก Generalized System of Preferences หรือระบบสิทธิพิเศษทางภาษีศุลกากรเป็นการทั่วไป หมายถึง ประเทศพัฒนาแล้วให้สิทธิพิเศษทางภาษีศุลกากรแก่สินค้าที่มีแหล่งกำเนิดในประเทศที่กำลังพัฒนาโดยลดหย่อนหรือยกเว้นอากรขาเข้าแก่สินค้าที่อยู่ในข่ายได้รับสิทธิพิเศษทางการค้า ทั้งนี้ประเทศผู้ให้สิทธิพิเศษฯ จะเป็นผู้ให้แต่เพียงฝ่ายเดียว ไม่หวังผลตอบแทนใด ๆ ทั้งสิ้น ประเทศที่ให้ GSP ปัจจุบันมีอยู่ 28 ประเทศ แต่ประเทศที่ให้ GSP และมีความสำคัญต่อไทยมีอยู่ 3ประเทศ คือ สหภาพยุโรป อเมริกา และญี่ปุ่น,,Y,137,2019-02-21 10:52:28,2019-02-21 10:52:28
138,กฎหมายระเบียบ,Tariffication คืออะไร,,การเปลี่ยนมาตรการจำกัดการนำเข้าที่มิใช่ภาษีเป็นมาตรการภาษี (เฉพาะสินค้าเกษตร) ,,Y,138,2019-02-21 10:52:28,2019-02-21 10:52:28
139,กฎหมายระเบียบ,การนำเข้าสินค้าที่ใช้ในการเกษตรจะได้รับยกเว้นอากรใช่หรือไม่,,สินค้าที่ใช้ในการเกษตรเฉพาะที่เป็นสินค้าที่จัดอยู่ในประเภทพิกัดฯที่มีประกาศยกเว้นอากรให้ จะได้รับการยกเว้นอากร ทั้งนี้หากมีเงื่อนไขใดๆ เช่น ต้องพิสูจน์ให้เป็นที่พอใจของอธิบดีกรมศุลกากรว่าเป็นของที่ใช้ในการเกษตร ก็จะต้องผ่านการพิสูจน์ดังกล่าวก่อนด้วย ผู้นำเข้าจึงต้องตรวจสอบประเภทพิกัดฯของของที่จะนำเข้าก่อน และดูว่าในประเภทพิกัดฯนั้นๆมีการยกเว้นอากรหรือไม่ สามารถดูรายละเอียดได้ที่หัวข้อ พิกัดอัตราศุลกากร ,,Y,139,2019-02-21 10:52:28,2019-02-21 10:52:28
140,กฎหมายระเบียบ,สินค้านำเข้ามาแล้วพบว่ามีสินค้าที่ชำรุดและสามารถเปลี่ยนสินค้าดังกล่าวกับผู้ผลิตได้ สินค้าที่เปลี่ยนเมื่อนำเข้ามาจะต้องเสียภาษีนำเข้าหรือไม่ ถ้าต้องชำระ จะขอลดหย่อนอัตราภาษีได้หรือไม่ หรือต้องดำเนินการอย่างไร,,"กรณีนำสินค้าเข้ามาแทนสินค้าเดิม สินค้าที่นำเข้าจะต้องชำระอากรตามชนิดและอัตราอากร ตามประเภทพิกัดของสินค้านั้น สำหรับการขอสิทธิลดหย่อนค่าภาษีอากร เนื่องจากเป็นการนำเข้ามาทดแทนสินค้าชำรุดที่นำเข้าก่อนหน้านั้น ไม่อาจกระทำได้เพราะไม่มีประกาศหรือคำสั่งให้ลดหย่อนภาษีอากร และสินค้านี้เป็นการนำเข้ามาในราชอาณาจักรโดยปกติ
สำหรับสินค้าที่ชำรุดหรืออาจจะผิดรุ่น ผู้นำเข้าสามารถส่งคืนให้ผู้ผลิตหรือผู้ขายและขอคืนค่าภาษีอากรที่ชำระไว้ได้ โดยปฏิบัติตามหลักเกณฑ์เงื่อนไขที่กรมศุลกากรกำหนด ว่าด้วยการคืนอากรตามมาตรา 19 ( Re-Export ) สินค้านอกอารักขาศุลกากร ดูรายละเอียดเพิ่มเติมได้ที่หัวข้อ การคืนอากรตามาตรา 19 (Re-export)",,Y,140,2019-02-21 10:52:28,2019-02-21 10:52:28
141,กฎหมายระเบียบ,ของนำเข้าที่ได้ปฏิบัติพิธีการนำเข้าตามปกติและชำระค่าภาษีไปแล้ว จะมาขอคืนเงินอากรโดยใช้สิทธิลดอัตราอากร AFTA ได้หรือไม่,,"ไม่สามารถขอคืนเงินอากรได้ที่ชำระไว้ได้เนื่องจาก 
1. ประกาศกรมฯที่ 5/2545 กำหนดไว้ให้ผู้นำของเข้ายื่นเอกสารใบรับรองถิ่นกำเนิด (FROM D) พร้อมใบขนขาเข้า พร้อมแสดงรายการตามที่กำหนดไว้ในใบขนของขาเข้า เป็นการประสงค์ขอลดอัตราอากร 
2. เมื่อได้ผ่านพิธีการสมบูรณ์แล้ว ให้แนบต้นฉบับใบรับรองถิ่นกำเนิด (FROM D) ต้นฉบับของใบขนขาเข้า ก่อนนำไปตรวจปล่อยของต่อไป 3. กรณีได้ตรวจปล่อยของไปแล้วไม่สามารถพิสูจน์ได้ว่าเป็นของรายเดียวกับใบรับรองถิ่นกำเนิด (FROM D) นั้นเพราะว่าของรายนี้ได้ตรวจปล่อยไปแล้ว ",,Y,141,2019-02-21 10:52:28,2019-02-21 10:52:28
